date,product,region,customer_id,sales,cluster
2024-03-13,Tablet,West,1747,1695.0,0
2024-12-02,Laptop,West,1726,1375.0,0
2024-08-19,Laptop,North,1157,455.0,0
2024-07-22,Tablet,South,1475,1966.0,0
2024-05-13,Phone,West,1667,442.0,0
2024-01-07,Phone,North,1304,1560.0,0
2024-09-23,Tablet,West,1266,1467.0,0
2024-10-02,Tablet,South,1238,1105.0,0
2024-06-27,Phone,North,1831,207.0,0
2024-10-17,Laptop,North,1730,777.0,0
2024-06-19,Laptop,East,1069,1816.0,0
2024-09-18,Laptop,West,1011,1121.0,0
2024-11-25,Laptop,North,1409,299.0,0
2024-10-23,Phone,North,1257,8423.0,2
2024-04-08,Laptop,West,1395,1278.0,0
2024-12-16,Tablet,East,1195,540.0,0
2024-09-13,Tablet,East,1773,1252.0,0
2024-06-26,Phone,West,1883,1027.0,0
2024-11-30,Phone,West,1712,248.0,0
2024-04-21,Tablet,North,1442,1576.0,0
2024-04-30,Phone,North,1036,1002.0,0
2024-11-26,Phone,South,1680,392.0,0
2024-05-06,Laptop,North,1349,799.0,0
2024-11-19,Tablet,East,1535,1613.0,0
2024-02-04,Tablet,North,1086,1915.0,0
2024-05-12,Phone,West,1585,11722.0,1
2024-08-05,Phone,North,1655,1415.0,0
2024-06-03,Laptop,West,1122,986.0,0
2024-09-11,Laptop,East,1207,696.0,0
2024-05-10,Phone,East,1116,1945.0,0
2024-01-06,Tablet,East,1179,1704.0,0
2024-02-29,Laptop,North,1183,12780.0,1
2024-05-24,Phone,South,1282,1301.0,0
2024-01-01,Laptop,East,1695,1006.0,0
2024-10-10,Laptop,West,1392,699.0,0
2024-02-16,Phone,West,1868,527.0,0
2024-08-04,Phone,North,1593,1317.0,0
2024-01-27,Phone,West,1762,1494.0,0
2024-01-14,Phone,West,1935,1772.0,0
2024-05-03,Phone,South,1712,896.0,0
2024-12-30,Laptop,North,1240,601.0,0
2024-11-03,Laptop,East,1723,542.0,0
2024-07-18,Tablet,West,1072,1355.0,0
2024-01-10,Phone,North,1974,323.0,0
2024-10-23,Laptop,West,1243,9414.0,2
2024-10-17,Phone,South,1300,324.0,0
2024-12-06,Tablet,West,1704,1947.0,0
2024-06-11,Tablet,East,1886,1650.0,0
2024-10-06,Tablet,South,1945,1028.0,0
2024-08-13,Phone,West,1898,1306.0,0
2024-03-17,Laptop,West,1648,325.0,0
2024-07-20,Tablet,South,1075,774.0,0
2024-02-15,Laptop,East,1603,1347.0,0
2024-11-12,Tablet,West,1381,761.0,0
2024-08-07,Tablet,East,1157,649.0,0
2024-02-25,Tablet,North,1399,1105.0,0
2024-08-14,Laptop,East,1199,1499.0,0
2024-11-04,Laptop,North,1368,458.0,0
2024-03-26,Phone,South,1330,1079.0,0
2024-03-23,Tablet,West,1743,1336.0,0
2024-10-12,Tablet,East,1309,1902.0,0
2024-01-31,Phone,North,1084,1765.0,0
2024-01-25,Tablet,East,1107,506.0,0
2024-08-22,Tablet,West,1987,428.0,0
2024-01-08,Phone,West,1966,690.0,0
2024-08-24,Tablet,South,1212,1170.0,0
2024-06-22,Tablet,South,1358,1726.0,0
2024-11-09,Phone,North,1984,776.0,0
2024-09-27,Phone,West,1692,269.0,0
2024-10-28,Phone,West,1256,840.0,0
2024-12-11,Laptop,West,1958,630.0,0
2024-11-07,Phone,North,1788,766.0,0
2024-11-24,Phone,West,1912,569.0,0
2024-02-22,Laptop,South,1161,1554.0,0
2024-04-15,Tablet,East,1285,1687.0,0
2024-09-17,Tablet,West,1248,940.0,0
2024-10-28,Laptop,South,1171,382.0,0
2024-05-31,Laptop,South,1861,567.0,0
2024-03-14,Phone,South,1665,1028.0,0
2024-10-29,Tablet,South,1639,499.0,0
2024-02-13,Tablet,West,1381,9034.0,2
2024-11-02,Laptop,South,1370,1081.0,0
2024-09-02,Laptop,South,1194,1991.0,0
2024-04-03,Tablet,East,1733,766.0,0
2024-09-30,Phone,South,1603,585.0,0
2024-07-29,Laptop,East,1069,1231.0,0
2024-11-09,Phone,South,1155,663.0,0
2024-12-26,Phone,South,1333,1334.0,0
2024-07-08,Phone,West,1948,520.0,0
2024-02-26,Tablet,East,1349,1033.0,0
2024-10-13,Laptop,South,1364,828.0,0
2024-02-10,Laptop,East,1042,1105.0,0
2024-09-04,Laptop,South,1617,1729.0,0
2024-01-27,Laptop,North,1220,1939.0,0
2024-11-28,Laptop,East,1239,1088.0,0
2024-11-20,Laptop,South,1964,1148.0,0
2024-02-07,Phone,West,1618,729.0,0
2024-03-10,Laptop,South,1741,489.0,0
2024-12-04,Tablet,South,1146,399.0,0
2024-06-20,Laptop,South,1103,1126.0,0
2024-04-18,Phone,West,1948,13578.0,1
2024-04-27,Laptop,East,1789,235.0,0
2024-06-18,Tablet,West,1015,472.0,0
2024-02-06,Laptop,East,1137,523.0,0
2024-10-27,Tablet,South,1706,1370.0,0
2024-06-17,Phone,South,1315,1552.0,0
2024-03-21,Tablet,South,1357,268.0,0
2024-08-18,Laptop,North,1031,262.0,0
2024-03-31,Laptop,North,1524,874.0,0
2024-08-05,Laptop,South,1117,389.0,0
2024-11-07,Tablet,East,1490,534.0,0
2024-12-27,Laptop,North,1649,1965.0,0
2024-03-22,Tablet,West,2000,428.0,0
2024-10-17,Tablet,South,1417,1564.0,0
2024-05-31,Laptop,North,1598,1730.0,0
2024-07-29,Tablet,North,1190,1661.0,0
2024-06-12,Laptop,West,1908,1630.0,0
2024-06-21,Laptop,East,1083,1216.0,0
2024-05-10,Laptop,South,1957,1805.0,0
2024-09-15,Phone,East,1372,5768.0,2
2024-11-05,Phone,North,1632,1798.0,0
2024-11-22,Phone,West,1346,1689.0,0
2024-03-13,Phone,East,1577,403.0,0
2024-11-26,Phone,East,1194,1325.0,0
2024-08-02,Phone,South,1208,1315.0,0
2024-04-26,Phone,West,1372,416.0,0
2024-03-09,Laptop,East,1667,10690.0,1
2024-07-08,Phone,East,1680,1675.0,0
2024-01-06,Laptop,West,1880,1360.0,0
2024-09-23,Laptop,North,1897,1264.0,0
2024-01-03,Tablet,North,1028,1960.0,0
2024-07-25,Phone,South,1629,1326.0,0
2024-04-15,Laptop,West,1285,471.0,0
2024-12-01,Phone,East,1687,1184.0,0
2024-05-21,Laptop,South,1175,1553.0,0
2024-12-21,Laptop,North,1807,1373.0,0
2024-10-13,Phone,South,1089,979.0,0
2024-02-16,Tablet,East,1132,1413.0,0
2024-10-15,Tablet,North,1015,1462.0,0
2024-02-18,Phone,North,1080,1607.0,0
2024-10-19,Tablet,West,1456,1770.0,0
2024-08-22,Phone,South,1832,600.0,0
2024-02-25,Laptop,West,1252,1571.0,0
2024-10-03,Laptop,North,1744,1042.0,0
2024-12-02,Tablet,West,1270,1452.0,0
2024-08-14,Tablet,East,1886,253.0,0
2024-04-13,Laptop,West,1592,912.0,0
2024-02-23,Tablet,South,1769,1840.0,0
2024-08-01,Tablet,South,1385,1585.0,0
2024-01-02,Laptop,East,1373,1419.0,0
2024-06-15,Tablet,West,1043,1139.0,0
2024-07-15,Phone,North,1082,1301.0,0
2024-04-08,Tablet,West,1189,1205.0,0
2024-02-27,Phone,North,1384,1398.0,0
2024-05-05,Laptop,South,1253,5145.0,2
2024-05-16,Tablet,East,1277,992.0,0
2024-09-26,Laptop,North,1397,1775.0,0
2024-07-12,Laptop,West,1204,1207.0,0
2024-07-06,Phone,North,1763,1199.0,0
2024-04-19,Phone,South,1746,693.0,0
2024-12-12,Phone,South,1201,342.0,0
2024-07-26,Phone,South,1533,476.0,0
2024-02-29,Tablet,West,1350,1546.0,0
2024-09-11,Phone,South,1824,1633.0,0
2024-05-22,Phone,East,1969,1733.0,0
2024-07-23,Tablet,North,1471,1616.0,0
2024-12-14,Laptop,West,1802,317.0,0
2024-03-05,Phone,West,1752,11920.0,1
2024-11-24,Tablet,North,1998,1921.0,0
2024-09-16,Laptop,East,1909,1289.0,0
2024-10-11,Tablet,West,1081,939.0,0
2024-09-03,Phone,South,1966,1689.0,0
2024-11-15,Tablet,West,1120,1488.0,0
2024-04-17,Laptop,East,1694,262.0,0
2024-03-19,Phone,South,1839,741.0,0
2024-10-01,Tablet,North,1790,13684.0,1
2024-06-06,Laptop,South,1771,224.0,0
2024-01-09,Laptop,North,1147,510.0,0
2024-07-19,Phone,West,1122,1676.0,0
2024-09-05,Laptop,West,1702,5804.0,2
2024-07-25,Tablet,North,1198,877.0,0
2024-03-10,Phone,South,1692,869.0,0
2024-02-27,Tablet,South,1124,956.0,0
2024-06-12,Tablet,West,1297,1855.0,0
2024-08-29,Tablet,North,1366,1391.0,0
2024-02-28,Laptop,South,1092,1668.0,0
2024-11-22,Tablet,West,1554,1678.0,0
2024-03-23,Phone,East,1327,1957.0,0
2024-11-29,Tablet,South,1614,1708.0,0
2024-10-28,Phone,West,1331,371.0,0
2024-12-18,Tablet,West,1160,687.0,0
2024-02-16,Phone,North,1251,1123.0,0
2024-10-13,Tablet,South,1181,1953.0,0
2024-08-16,Tablet,South,1766,776.0,0
2024-12-03,Laptop,East,1957,1993.0,0
2024-03-01,Laptop,East,1880,239.0,0
2024-04-24,Phone,West,1568,14860.0,1
2024-10-06,Laptop,East,1187,1052.0,0
2024-02-21,Tablet,West,1957,1354.0,0
2024-02-17,Tablet,West,1284,631.0,0
2024-08-18,Phone,East,1865,1789.0,0
2024-12-18,Phone,West,1689,785.0,0
2024-02-24,Phone,West,1435,1391.0,0
2024-02-18,Phone,South,1770,1518.0,0
2024-07-29,Laptop,North,1257,1649.0,0
2024-03-22,Tablet,West,1355,1726.0,0
2024-08-05,Laptop,North,1379,1487.0,0
2024-05-01,Tablet,South,1420,971.0,0
2024-11-19,Tablet,East,1251,604.0,0
2024-03-21,Phone,North,1257,1599.0,0
2024-01-22,Tablet,East,1696,1558.0,0
2024-11-25,Phone,East,1319,521.0,0
2024-03-25,Tablet,South,1809,1239.0,0
2024-12-26,Phone,North,1677,1719.0,0
2024-06-13,Laptop,East,1381,1906.0,0
2024-04-04,Tablet,North,1694,1429.0,0
2024-07-24,Laptop,North,1085,1692.0,0
2024-11-03,Tablet,East,1449,427.0,0
2024-02-29,Phone,West,1297,1299.0,0
2024-06-20,Laptop,West,1328,217.0,0
2024-12-15,Phone,North,1040,694.0,0
2024-10-20,Laptop,East,1488,1487.0,0
2024-01-08,Phone,South,1773,730.0,0
2024-04-17,Tablet,East,1382,1880.0,0
2024-06-14,Tablet,East,1012,313.0,0
2024-05-09,Tablet,South,1525,1224.0,0
2024-01-18,Laptop,North,1449,709.0,0
2024-04-28,Phone,East,1561,1158.0,0
2024-07-13,Laptop,East,1024,1907.0,0
2024-06-02,Tablet,East,1953,1476.0,0
2024-01-11,Laptop,South,1986,1892.0,0
2024-02-15,Tablet,North,1127,698.0,0
2024-02-29,Laptop,South,1333,699.0,0
2024-02-03,Tablet,West,1752,486.0,0
2024-08-31,Laptop,North,1818,839.0,0
2024-03-06,Laptop,North,1418,527.0,0
2024-03-29,Phone,South,1325,371.0,0
2024-11-26,Laptop,East,1595,1135.0,0
2024-11-16,Tablet,South,1796,1421.0,0
2024-07-15,Tablet,South,1802,598.0,0
2024-02-27,Phone,West,1736,1601.0,0
2024-10-17,Tablet,North,1359,1501.0,0
2024-01-27,Phone,South,1554,969.0,0
2024-03-02,Laptop,West,1610,723.0,0
2024-06-29,Tablet,West,1404,1752.0,0
2024-03-28,Phone,East,1879,1674.0,0
2024-12-31,Laptop,West,1894,1231.0,0
2024-07-03,Laptop,North,1359,1960.0,0
2024-03-29,Laptop,West,1295,908.0,0
2024-06-22,Tablet,South,1475,1578.0,0
2024-09-11,Tablet,South,1826,1636.0,0
2024-12-26,Tablet,East,1508,426.0,0
2024-08-02,Tablet,East,1777,1058.0,0
2024-05-17,Tablet,West,1508,324.0,0
2024-03-27,Laptop,North,1764,1001.0,0
2024-02-04,Phone,East,1345,220.0,0
2024-05-25,Phone,East,1930,9788.0,2
2024-01-08,Tablet,West,1296,1213.0,0
2024-11-23,Tablet,West,1875,1077.0,0
2024-03-26,Laptop,West,1511,1440.0,0
2024-07-22,Phone,North,1979,1735.0,0
2024-07-13,Tablet,North,1233,9242.0,2
2024-05-05,Phone,West,1942,1538.0,0
2024-01-09,Phone,East,1986,1158.0,0
2024-08-18,Tablet,North,1678,921.0,0
2024-01-05,Laptop,East,1880,1964.0,0
2024-07-05,Phone,West,1424,599.0,0
2024-09-23,Tablet,West,1155,803.0,0
2024-06-23,Laptop,South,1396,1238.0,0
2024-03-09,Tablet,West,1034,800.0,0
2024-01-18,Laptop,South,1599,1385.0,0
2024-08-24,Phone,West,1070,942.0,0
2024-01-28,Phone,West,1341,1835.0,0
2024-09-29,Phone,West,1962,711.0,0
2024-12-17,Laptop,South,1051,1259.0,0
2024-09-21,Tablet,West,1662,585.0,0
2024-09-20,Laptop,North,1248,856.0,0
2024-05-24,Tablet,North,1359,349.0,0
2024-11-23,Tablet,North,1263,644.0,0
2024-09-27,Phone,East,1597,346.0,0
2024-08-08,Laptop,North,1570,1919.0,0
2024-04-23,Laptop,West,1014,1119.0,0
2024-05-27,Tablet,West,1791,1094.0,0
2024-10-05,Tablet,North,1459,224.0,0
2024-07-03,Laptop,South,1602,1453.0,0
2024-08-21,Phone,West,1640,780.0,0
2024-02-19,Laptop,West,1179,831.0,0
2024-05-17,Laptop,West,1225,1151.0,0
2024-12-23,Phone,North,1598,1154.0,0
2024-10-16,Phone,West,1848,1181.0,0
2024-05-20,Phone,West,1290,1519.0,0
2024-11-18,Tablet,West,1550,259.0,0
2024-06-03,Phone,East,1453,212.0,0
2024-02-22,Phone,North,1831,836.0,0
2024-07-26,Laptop,North,1604,1562.0,0
2024-08-14,Tablet,North,1203,1868.0,0
2024-12-16,Phone,North,1907,1294.0,0
2024-12-24,Tablet,South,1039,269.0,0
2024-11-10,Laptop,North,1813,1485.0,0
2024-09-20,Laptop,North,1794,1243.0,0
2024-09-11,Phone,West,1454,1556.0,0
2024-11-13,Tablet,North,1009,1401.0,0
2024-04-21,Tablet,East,1069,215.0,0
2024-03-12,Phone,North,1996,1077.0,0
2024-01-16,Tablet,North,1091,7715.0,2
2024-08-10,Laptop,South,1790,548.0,0
2024-06-05,Laptop,North,1758,1589.0,0
2024-12-04,Tablet,East,1666,1332.0,0
2024-12-16,Tablet,North,1924,732.0,0
2024-02-21,Tablet,West,1903,607.0,0
2024-11-22,Tablet,West,1703,1367.0,0
2024-04-03,Phone,North,1217,1798.0,0
2024-12-25,Phone,North,1618,402.0,0
2024-04-22,Tablet,East,1053,1058.0,0
2024-11-08,Laptop,North,1544,1579.0,0
2024-03-13,Laptop,East,1771,878.0,0
2024-03-20,Phone,South,1116,5425.0,2
2024-05-21,Phone,South,1677,1243.0,0
2024-11-02,Tablet,West,1112,859.0,0
2024-09-07,Tablet,North,1339,977.0,0
2024-05-27,Laptop,West,1898,1575.0,0
2024-08-30,Phone,East,1060,1455.0,0
2024-09-16,Phone,South,1597,1043.0,0
2024-11-15,Laptop,North,1592,1888.0,0
2024-02-29,Phone,North,1513,1261.0,0
2024-09-16,Tablet,North,1238,1696.0,0
2024-04-14,Laptop,West,1508,1384.0,0
2024-06-19,Laptop,West,1211,383.0,0
2024-11-09,Laptop,South,1142,1976.0,0
2024-11-13,Phone,South,1124,406.0,0
2024-07-04,Phone,East,1571,1196.0,0
2024-01-30,Tablet,East,1632,1179.0,0
2024-06-24,Phone,South,1215,7191.0,2
2024-05-13,Tablet,East,1316,1310.0,0
2024-09-29,Tablet,South,1863,1668.0,0
2024-05-30,Tablet,South,1424,1824.0,0
2024-09-03,Laptop,North,1300,705.0,0
2024-11-23,Tablet,West,1510,350.0,0
2024-03-11,Laptop,West,1874,1709.0,0
2024-03-04,Laptop,West,1081,1189.0,0
2024-10-11,Tablet,North,1922,552.0,0
2024-09-04,Laptop,North,1247,1833.0,0
2024-10-12,Tablet,North,1859,1387.0,0
2024-03-01,Phone,South,1136,628.0,0
2024-12-18,Laptop,South,1244,714.0,0
2024-08-08,Tablet,South,1470,1894.0,0
2024-09-08,Tablet,North,1020,618.0,0
2024-09-12,Phone,North,1676,254.0,0
2024-12-27,Tablet,South,1218,1543.0,0
2024-12-23,Laptop,East,1995,1712.0,0
2024-06-25,Phone,East,1092,1828.0,0
2024-01-05,Tablet,South,1690,1419.0,0
2024-09-10,Phone,South,1073,1842.0,0
2024-07-20,Phone,South,1500,1261.0,0
2024-02-17,Laptop,North,1727,1506.0,0
2024-10-18,Laptop,South,1863,1159.0,0
2024-05-25,Tablet,East,1123,255.0,0
2024-09-18,Laptop,South,1800,1154.0,0
2024-04-12,Phone,North,1436,641.0,0
2024-02-10,Phone,West,1918,376.0,0
2024-05-30,Phone,South,1644,874.0,0
2024-06-12,Laptop,East,1287,474.0,0
2024-04-23,Laptop,East,1429,319.0,0
2024-11-07,Laptop,West,1731,1841.0,0
2024-07-05,Phone,East,1936,869.0,0
2024-02-14,Tablet,East,1670,1512.0,0
2024-02-14,Laptop,North,1944,1303.0,0
2024-03-25,Phone,East,1940,9594.0,2
2024-02-10,Tablet,East,1161,1647.0,0
2024-03-01,Phone,South,1159,1758.0,0
2024-08-07,Tablet,North,1015,6454.0,2
2024-04-28,Phone,South,1194,1011.0,0
2024-08-13,Phone,West,1846,14959.0,1
2024-06-09,Laptop,West,1442,1779.0,0
2024-08-28,Tablet,East,1537,658.0,0
2024-02-21,Laptop,East,1220,1867.0,0
2024-06-12,Tablet,South,1787,976.0,0
2024-12-16,Tablet,East,1995,1668.0,0
2024-10-06,Phone,South,1385,1265.0,0
2024-11-18,Phone,East,1992,1666.0,0
2024-06-03,Tablet,North,1255,832.0,0
2024-01-06,Tablet,South,1360,1663.0,0
2024-10-09,Phone,South,1649,1643.0,0
2024-02-25,Tablet,North,1265,616.0,0
2024-09-09,Phone,West,1110,1074.0,0
2024-04-28,Phone,West,1025,513.0,0
2024-12-04,Phone,South,1124,1721.0,0
2024-05-08,Phone,West,1419,688.0,0
2024-01-17,Laptop,East,1867,1679.0,0
2024-07-15,Phone,West,1814,1911.0,0
2024-12-26,Laptop,South,1377,1143.0,0
2024-06-13,Tablet,East,1206,514.0,0
2024-11-02,Tablet,West,1237,1327.0,0
2024-02-19,Phone,South,1276,433.0,0
2024-01-30,Laptop,South,1912,634.0,0
2024-08-06,Laptop,South,1246,1461.0,0
2024-02-25,Tablet,South,1129,1765.0,0
2024-05-04,Phone,East,1562,845.0,0
2024-02-19,Laptop,North,1799,556.0,0
2024-09-05,Laptop,West,1808,626.0,0
2024-08-23,Tablet,West,1854,1564.0,0
2024-01-06,Phone,South,1640,212.0,0
2024-11-06,Laptop,South,1309,1881.0,0
2024-02-08,Tablet,South,1718,601.0,0
2024-04-14,Tablet,West,1165,794.0,0
2024-10-28,Laptop,South,1980,1732.0,0
2024-10-28,Phone,West,1162,1780.0,0
2024-04-08,Phone,West,1803,1193.0,0
2024-09-13,Tablet,West,1332,845.0,0
2024-02-29,Tablet,East,1075,434.0,0
2024-01-14,Tablet,South,1575,970.0,0
2024-11-19,Tablet,East,1836,1182.0,0
2024-01-28,Phone,South,1791,442.0,0
2024-10-19,Phone,North,1946,1643.0,0
2024-08-01,Laptop,East,1859,879.0,0
2024-05-16,Phone,North,1795,1452.0,0
2024-01-26,Laptop,West,1195,1743.0,0
2024-06-25,Phone,South,1502,932.0,0
2024-12-13,Phone,South,1189,902.0,0
2024-02-25,Laptop,North,1308,570.0,0
2024-07-10,Phone,East,1949,1798.0,0
2024-02-09,Tablet,West,1024,1426.0,0
2024-09-07,Tablet,West,1359,1597.0,0
2024-09-06,Tablet,East,1545,1780.0,0
2024-05-15,Tablet,South,1840,1426.0,0
2024-10-23,Laptop,South,1988,1189.0,0
2024-08-09,Laptop,North,1674,430.0,0
2024-01-02,Laptop,West,1793,1928.0,0
2024-10-08,Phone,West,1082,1354.0,0
2024-12-27,Laptop,East,1938,1943.0,0
2024-04-28,Phone,North,1062,1759.0,0
2024-11-11,Phone,East,1940,1744.0,0
2024-05-09,Laptop,South,1625,1891.0,0
2024-12-25,Laptop,East,1244,846.0,0
2024-12-27,Phone,East,1837,663.0,0
2024-10-01,Tablet,North,1146,902.0,0
2024-09-08,Tablet,East,1959,435.0,0
2024-04-08,Tablet,South,1204,350.0,0
2024-02-18,Laptop,East,1508,8698.0,2
2024-02-05,Tablet,South,1156,1703.0,0
2024-07-20,Phone,South,1695,729.0,0
2024-05-24,Laptop,North,1255,1937.0,0
2024-12-20,Laptop,West,1234,997.0,0
2024-05-07,Phone,West,1331,14966.0,1
2024-08-24,Tablet,East,1185,940.0,0
2024-07-30,Phone,North,1795,1103.0,0
2024-05-29,Tablet,South,1957,1939.0,0
2024-10-26,Phone,North,1162,1785.0,0
2024-09-04,Tablet,North,1815,1927.0,0
2024-07-31,Laptop,West,1660,1517.0,0
2024-04-15,Laptop,West,1641,1758.0,0
2024-07-18,Tablet,South,1440,517.0,0
2024-09-10,Laptop,South,1537,1027.0,0
2024-06-28,Tablet,South,1925,522.0,0
2024-08-18,Laptop,West,1817,11040.0,1
2024-06-12,Tablet,West,1347,561.0,0
2024-06-23,Phone,North,1839,1135.0,0
2024-06-17,Laptop,West,1432,396.0,0
2024-11-18,Tablet,East,1010,5078.0,2
2024-02-23,Phone,North,1962,1370.0,0
2024-07-18,Tablet,North,1646,1067.0,0
2024-07-28,Tablet,West,1901,362.0,0
2024-04-27,Laptop,West,1848,451.0,0
2024-12-29,Phone,South,1132,1222.0,0
2024-07-22,Tablet,East,1739,1995.0,0
2024-04-27,Tablet,West,1766,1252.0,0
2024-09-26,Laptop,West,1392,1637.0,0
2024-02-17,Laptop,East,1688,1740.0,0
2024-09-03,Laptop,North,1669,1420.0,0
2024-06-19,Phone,North,1521,1149.0,0
2024-06-08,Tablet,South,1837,1061.0,0
2024-07-22,Laptop,East,1925,328.0,0
2024-05-27,Laptop,South,1829,270.0,0
2024-10-03,Laptop,West,1606,14577.0,1
2024-09-30,Phone,North,1350,1724.0,0
2024-03-20,Phone,South,1972,1407.0,0
2024-03-20,Laptop,West,1957,1576.0,0
2024-03-18,Laptop,West,1255,1560.0,0
2024-10-04,Laptop,North,1116,1266.0,0
2024-01-07,Tablet,East,1256,1950.0,0
2024-08-28,Phone,South,1365,1911.0,0
2024-04-23,Phone,North,1964,1163.0,0
2024-04-19,Tablet,West,1428,1182.0,0
2024-09-07,Laptop,North,1185,401.0,0
2024-06-10,Laptop,North,1645,1991.0,0
2024-04-23,Tablet,West,1076,960.0,0
2024-01-01,Laptop,West,1135,9977.0,2
2024-04-16,Tablet,South,1650,1990.0,0
2024-10-10,Phone,South,1975,551.0,0
2024-02-03,Tablet,East,1581,409.0,0
2024-09-04,Phone,North,1504,7369.0,2
2024-07-03,Laptop,South,1868,223.0,0
2024-06-26,Phone,South,1468,669.0,0
2024-09-27,Phone,East,1070,782.0,0
2024-09-04,Laptop,West,1303,982.0,0
2024-12-17,Phone,North,1879,9040.0,2
2024-03-11,Tablet,East,1571,1574.0,0
2024-04-20,Phone,North,1592,1898.0,0
2024-09-20,Tablet,North,1214,658.0,0
2024-08-29,Phone,North,1979,1637.0,0
2024-10-04,Tablet,West,1419,1244.0,0
2024-12-03,Tablet,West,1386,551.0,0
2024-02-19,Laptop,East,1651,1677.0,0
2024-06-24,Laptop,North,1058,738.0,0
2024-03-07,Tablet,West,1988,1191.0,0
2024-05-19,Tablet,North,1986,1366.0,0
2024-07-25,Tablet,East,1063,8658.0,2
2024-05-03,Tablet,South,1505,1771.0,0
2024-04-21,Laptop,East,1368,658.0,0
2024-09-13,Tablet,North,1293,822.0,0
2024-05-18,Tablet,North,1034,278.0,0
2024-12-01,Laptop,East,1220,1632.0,0
2024-05-21,Laptop,West,1288,510.0,0
2024-10-20,Tablet,North,1537,1470.0,0
2024-01-22,Laptop,South,1687,1396.0,0
2024-04-27,Laptop,North,1179,1937.0,0
2024-04-06,Phone,East,1073,444.0,0
2024-10-12,Laptop,West,1495,726.0,0
2024-12-26,Laptop,North,1118,945.0,0
2024-02-29,Phone,East,1838,904.0,0
2024-04-08,Laptop,South,1112,324.0,0
2024-09-09,Laptop,South,1538,1899.0,0
2024-02-07,Phone,North,1697,1746.0,0
2024-01-14,Phone,East,1679,796.0,0
2024-12-01,Laptop,East,1010,813.0,0
2024-08-16,Phone,East,1045,403.0,0
2024-10-30,Laptop,West,1135,867.0,0
2024-02-04,Tablet,North,1802,1064.0,0
2024-08-26,Tablet,North,1913,1998.0,0
2024-04-26,Laptop,North,1282,379.0,0
2024-07-20,Laptop,East,1770,1029.0,0
2024-03-14,Phone,East,1273,585.0,0
2024-03-07,Phone,North,1090,1226.0,0
2024-07-23,Laptop,East,1545,1158.0,0
2024-07-17,Phone,West,1030,504.0,0
2024-02-27,Laptop,East,1691,241.0,0
2024-09-12,Phone,East,1165,473.0,0
2024-11-18,Phone,North,1007,254.0,0
2024-03-08,Tablet,South,1598,586.0,0
2024-02-03,Laptop,West,1336,524.0,0
2024-05-05,Tablet,North,1041,732.0,0
2024-09-27,Laptop,South,1090,571.0,0
2024-11-14,Laptop,West,1513,1813.0,0
2024-01-09,Tablet,East,1309,1469.0,0
2024-05-20,Laptop,North,1026,1212.0,0
2024-10-03,Tablet,East,1212,1083.0,0
2024-11-05,Tablet,North,1526,1580.0,0
2024-12-30,Laptop,West,1153,1658.0,0
2024-07-05,Phone,West,1897,1540.0,0
